user,login_count,night_login_count,weekend_login_count,usb_connect_count,usb_disconnect_count,usb_usage_count,email_count_x,attachment_count_x,email_size_total_x,avg_email_size_x,email_count_y,attachment_count_y,email_size_total_y,avg_email_size_y,email_count,attachment_count,email_size_total,avg_email_size,file_access_count,unique_file_count,pdf_count,doc_count,image_count,website_visit_count_x,unique_website_count_x,after_hours_web_activity_x,website_visit_count_y,unique_website_count_y,after_hours_web_activity_y,website_visit_count,unique_website_count,after_hours_web_activity
RBM0136,847,0.0,213.0,0.0,0.0,0.0,455,319,13492490,29653.82417582417,455,319,13492490,29653.82417582417,455,319,13492490,29653.82417582417,0.0,0.0,0.0,0.0,0.0,4730,144,0.0,4730,144,0.0,4730,144,0.0
RBM0531,464,0.0,0.0,0.0,0.0,0.0,1000,755,30092799,30092.799,1000,755,30092799,30092.799,1000,755,30092799,30092.799,0.0,0.0,0.0,0.0,0.0,10034,123,0.0,10034,123,0.0,10034,123,0.0
RBW0891,735,0.0,0.0,382.0,378.0,760.0,1004,528,30276255,30155.632470119523,1004,528,30276255,30155.632470119523,1004,528,30276255,30155.632470119523,810.0,810.0,155.0,522.0,45.0,10034,224,0.0,10034,224,0.0,10034,224,0.0
RCF0671,622,0.0,0.0,0.0,0.0,0.0,3023,1768,90741051,30016.88752894476,3023,1768,90741051,30016.88752894476,3023,1768,90741051,30016.88752894476,0.0,0.0,0.0,0.0,0.0,32870,365,0.0,32870,365,0.0,32870,365,0.0
RCH0459,735,0.0,0.0,158.0,158.0,316.0,331,204,10011172,30245.2326283988,331,204,10011172,30245.2326283988,331,204,10011172,30245.2326283988,108.0,108.0,26.0,67.0,5.0,3460,120,0.0,3460,120,0.0,3460,120,0.0
RCH0961,105,0.0,27.0,74.0,72.0,146.0,51,34,1542430,30243.72549019608,51,34,1542430,30243.72549019608,51,34,1542430,30243.72549019608,210.0,210.0,39.0,132.0,12.0,550,62,0.0,550,62,0.0,550,62,0.0
REW0551,346,0.0,0.0,0.0,0.0,0.0,3031,1673,90791416,29954.277796106897,3031,1673,90791416,29954.277796106897,3031,1673,90791416,29954.277796106897,0.0,0.0,0.0,0.0,0.0,32870,259,0.0,32870,259,0.0,32870,259,0.0
RFW0999,689,16.0,1.0,0.0,0.0,0.0,3347,666,100253439,29953.22348371676,3347,666,100253439,29953.22348371676,3347,666,100253439,29953.22348371676,0.0,0.0,0.0,0.0,0.0,34600,193,128.0,34600,193,128.0,34600,193,128.0
RHM0148,777,0.0,155.0,898.0,891.0,1789.0,5817,3807,174901054,30067.22606154375,5817,3807,174901054,30067.22606154375,5817,3807,174901054,30067.22606154375,1257.0,1257.0,247.0,818.0,65.0,58455,278,0.0,58455,278,0.0,58455,278,0.0
RHR0842,346,0.0,0.0,0.0,0.0,0.0,335,117,9820979,29316.3552238806,335,117,9820979,29316.3552238806,335,117,9820979,29316.3552238806,0.0,0.0,0.0,0.0,0.0,3460,223,0.0,3460,223,0.0,3460,223,0.0
RJB0395,346,0.0,0.0,0.0,0.0,0.0,3049,1167,91257953,29930.453591341426,3049,1167,91257953,29930.453591341426,3049,1167,91257953,29930.453591341426,0.0,0.0,0.0,0.0,0.0,32870,150,0.0,32870,150,0.0,32870,150,0.0
RJC0035,345,0.0,0.0,0.0,0.0,0.0,4689,903,141022794,30075.23864363404,4689,903,141022794,30075.23864363404,4689,903,141022794,30075.23864363404,0.0,0.0,0.0,0.0,0.0,49478,117,0.0,49478,117,0.0,49478,117,0.0
RJC0828,346,0.0,0.0,0.0,0.0,0.0,333,0,9946043,29867.996996997,333,0,9946043,29867.996996997,333,0,9946043,29867.996996997,0.0,0.0,0.0,0.0,0.0,3460,172,0.0,3460,172,0.0,3460,172,0.0
RJH0297,346,0.0,0.0,0.0,0.0,0.0,335,0,10364525,30938.88059701493,335,0,10364525,30938.88059701493,335,0,10364525,30938.88059701493,0.0,0.0,0.0,0.0,0.0,3460,129,0.0,3460,129,0.0,3460,129,0.0
RJJ0177,346,0.0,0.0,0.0,0.0,0.0,3681,1442,109581388,29769.46155935887,3681,1442,109581388,29769.46155935887,3681,1442,109581388,29769.46155935887,0.0,0.0,0.0,0.0,0.0,39330,143,0.0,39330,143,0.0,39330,143,0.0
RJL0749,346,0.0,0.0,0.0,0.0,0.0,5060,2055,152812173,30200.03418972332,5060,2055,152812173,30200.03418972332,5060,2055,152812173,30200.03418972332,0.0,0.0,0.0,0.0,0.0,56052,110,0.0,56052,110,0.0,56052,110,0.0
RJV0516,346,0.0,0.0,0.0,0.0,0.0,1014,0,29998103,29583.928007889543,1014,0,29998103,29583.928007889543,1014,0,29998103,29583.928007889543,0.0,0.0,0.0,0.0,0.0,10034,115,0.0,10034,115,0.0,10034,115,0.0
RKR0773,638,0.0,0.0,376.0,372.0,748.0,1014,584,30858865,30432.805719921103,1014,584,30858865,30432.805719921103,1014,584,30858865,30432.805719921103,818.0,818.0,158.0,527.0,41.0,9342,207,0.0,9342,207,0.0,9342,207,0.0
RLB0577,152,0.0,0.0,0.0,0.0,0.0,144,0,4373426,30371.01388888889,144,0,4373426,30371.01388888889,144,0,4373426,30371.01388888889,0.0,0.0,0.0,0.0,0.0,1520,115,0.0,1520,115,0.0,1520,115,0.0
RLC0455,346,0.0,0.0,0.0,0.0,0.0,340,0,9932668,29213.729411764707,340,0,9932668,29213.729411764707,340,0,9932668,29213.729411764707,0.0,0.0,0.0,0.0,0.0,3460,143,0.0,3460,143,0.0,3460,143,0.0
RLD0189,346,0.0,0.0,0.0,0.0,0.0,3676,0,110358443,30021.33922742111,3676,0,110358443,30021.33922742111,3676,0,110358443,30021.33922742111,0.0,0.0,0.0,0.0,0.0,39330,123,0.0,39330,123,0.0,39330,123,0.0
RLL0299,346,0.0,0.0,0.0,0.0,0.0,335,169,9866047,29450.88656716418,335,169,9866047,29450.88656716418,335,169,9866047,29450.88656716418,0.0,0.0,0.0,0.0,0.0,3460,161,0.0,3460,161,0.0,3460,161,0.0
RLV0997,346,0.0,0.0,0.0,0.0,0.0,3045,0,92207726,30281.68341543513,3045,0,92207726,30281.68341543513,3045,0,92207726,30281.68341543513,0.0,0.0,0.0,0.0,0.0,32870,183,0.0,32870,183,0.0,32870,183,0.0
RLW0754,346,0.0,0.0,0.0,0.0,0.0,5086,954,153289310,30139.463232402675,5086,954,153289310,30139.463232402675,5086,954,153289310,30139.463232402675,0.0,0.0,0.0,0.0,0.0,55890,276,0.0,55890,276,0.0,55890,276,0.0
RMB0312,708,0.0,0.0,0.0,0.0,0.0,5029,2637,150263234,29879.34658977928,5029,2637,150263234,29879.34658977928,5029,2637,150263234,29879.34658977928,0.0,0.0,0.0,0.0,0.0,55890,335,0.0,55890,335,0.0,55890,335,0.0
RMC0525,418,0.0,0.0,2772.0,2753.0,5525.0,997,196,30201239,30292.11534603812,997,196,30201239,30292.11534603812,997,196,30201239,30292.11534603812,334.0,334.0,56.0,207.0,20.0,10034,93,0.0,10034,93,0.0,10034,93,0.0
RMC0775,346,0.0,0.0,0.0,0.0,0.0,1010,716,30558879,30256.31584158416,1010,716,30558879,30256.31584158416,1010,716,30558879,30256.31584158416,0.0,0.0,0.0,0.0,0.0,10034,220,0.0,10034,220,0.0,10034,220,0.0
RMH0406,345,0.0,0.0,0.0,0.0,0.0,3032,0,91233158,30090.09168865436,3032,0,91233158,30090.09168865436,3032,0,91233158,30090.09168865436,0.0,0.0,0.0,0.0,0.0,32870,85,0.0,32870,85,0.0,32870,85,0.0
RMK0327,286,0.0,0.0,0.0,0.0,0.0,4173,710,125924389,30175.98586149053,4173,710,125924389,30175.98586149053,4173,710,125924389,30175.98586149053,0.0,0.0,0.0,0.0,0.0,46332,240,0.0,46332,240,0.0,46332,240,0.0
RMM0540,940,10.0,176.0,0.0,0.0,0.0,3718,2199,112227934,30185.02797202797,3718,2199,112227934,30185.02797202797,3718,2199,112227934,30185.02797202797,0.0,0.0,0.0,0.0,0.0,40945,291,46.0,40945,291,46.0,40945,291,46.0
RMS0523,613,0.0,0.0,343.0,341.0,684.0,1007,688,30054491,29845.571996027804,1007,688,30054491,29845.571996027804,1007,688,30054491,29845.571996027804,2251.0,2251.0,438.0,1443.0,101.0,10034,92,0.0,10034,92,0.0,10034,92,0.0
ROG0392,134,0.0,0.0,0.0,0.0,0.0,1104,211,33405467,30258.57518115942,1104,211,33405467,30258.57518115942,1104,211,33405467,30258.57518115942,0.0,0.0,0.0,0.0,0.0,10735,125,0.0,10735,125,0.0,10735,125,0.0
ROM0120,637,9.0,2.0,0.0,0.0,0.0,3307,1866,100874463,30503.31508920472,3307,1866,100874463,30503.31508920472,3307,1866,100874463,30503.31508920472,0.0,0.0,0.0,0.0,0.0,39330,174,106.0,39330,174,106.0,39330,174,106.0
RQC0633,346,0.0,0.0,0.0,0.0,0.0,1004,344,29810678,29691.910358565736,1004,344,29810678,29691.910358565736,1004,344,29810678,29691.910358565736,0.0,0.0,0.0,0.0,0.0,10034,126,0.0,10034,126,0.0,10034,126,0.0
RQL0076,346,0.0,0.0,0.0,0.0,0.0,6036,1108,181862466,30129.63320079523,6036,1108,181862466,30129.63320079523,6036,1108,181862466,30129.63320079523,0.0,0.0,0.0,0.0,0.0,65740,223,0.0,65740,223,0.0,65740,223,0.0
RQV0367,1464,532.0,0.0,0.0,0.0,0.0,3668,2500,110201721,30044.08969465649,3668,2500,110201721,30044.08969465649,3668,2500,110201721,30044.08969465649,0.0,0.0,0.0,0.0,0.0,39444,179,0.0,39444,179,0.0,39444,179,0.0
RRD0039,1354,489.0,0.0,0.0,0.0,0.0,3684,2854,110233854,29922.32736156352,3684,2854,110233854,29922.32736156352,3684,2854,110233854,29922.32736156352,0.0,0.0,0.0,0.0,0.0,39444,191,0.0,39444,191,0.0,39444,191,0.0
RRF0831,620,0.0,0.0,0.0,0.0,0.0,332,241,9925513,29896.123493975905,332,241,9925513,29896.123493975905,332,241,9925513,29896.123493975905,0.0,0.0,0.0,0.0,0.0,3460,95,0.0,3460,95,0.0,3460,95,0.0
RRF0873,345,0.0,0.0,2713.0,2698.0,5411.0,5351,947,159950586,29891.71855727901,5351,947,159950586,29891.71855727901,5351,947,159950586,29891.71855727901,8251.0,8251.0,1658.0,5317.0,385.0,58820,243,0.0,58820,243,0.0,58820,243,0.0
RRP0117,346,0.0,0.0,0.0,0.0,0.0,4692,0,141442713,30145.505754475704,4692,0,141442713,30145.505754475704,4692,0,141442713,30145.505754475704,0.0,0.0,0.0,0.0,0.0,49478,267,0.0,49478,267,0.0,49478,267,0.0
RSB0876,346,0.0,0.0,0.0,0.0,0.0,5013,2275,150453063,30012.57989228007,5013,2275,150453063,30012.57989228007,5013,2275,150453063,30012.57989228007,0.0,0.0,0.0,0.0,0.0,56052,215,0.0,56052,215,0.0,56052,215,0.0
RSG0009,346,0.0,0.0,0.0,0.0,0.0,3704,1553,110713723,29890.31398488121,3704,1553,110713723,29890.31398488121,3704,1553,110713723,29890.31398488121,0.0,0.0,0.0,0.0,0.0,39444,223,0.0,39444,223,0.0,39444,223,0.0
RSS0124,402,34.0,3.0,0.0,0.0,0.0,3009,610,91160327,30295.88800265869,3009,610,91160327,30295.88800265869,3009,610,91160327,30295.88800265869,0.0,0.0,0.0,0.0,0.0,32870,209,303.0,32870,209,303.0,32870,209,303.0
RSW0692,346,0.0,0.0,0.0,0.0,0.0,3045,0,91632229,30092.68604269293,3045,0,91632229,30092.68604269293,3045,0,91632229,30092.68604269293,0.0,0.0,0.0,0.0,0.0,32870,203,0.0,32870,203,0.0,32870,203,0.0
RTA0585,346,0.0,0.0,0.0,0.0,0.0,333,115,9727590,29211.981981981982,333,115,9727590,29211.981981981982,333,115,9727590,29211.981981981982,0.0,0.0,0.0,0.0,0.0,3460,122,0.0,3460,122,0.0,3460,122,0.0
RTM0485,346,0.0,0.0,0.0,0.0,0.0,5109,0,153099994,29966.724212174595,5109,0,153099994,29966.724212174595,5109,0,153099994,29966.724212174595,0.0,0.0,0.0,0.0,0.0,56052,135,0.0,56052,135,0.0,56052,135,0.0
RWH0078,616,0.0,0.0,0.0,0.0,0.0,6063,3243,181040425,29859.87547418769,6063,3243,181040425,29859.87547418769,6063,3243,181040425,29859.87547418769,0.0,0.0,0.0,0.0,0.0,65740,175,0.0,65740,175,0.0,65740,175,0.0
RYR0272,346,0.0,0.0,0.0,0.0,0.0,3028,0,90906339,30021.90852047556,3028,0,90906339,30021.90852047556,3028,0,90906339,30021.90852047556,0.0,0.0,0.0,0.0,0.0,32775,302,0.0,32775,302,0.0,32775,302,0.0
SAB0907,346,0.0,0.0,0.0,0.0,0.0,1015,380,31022546,30564.08472906404,1015,380,31022546,30564.08472906404,1015,380,31022546,30564.08472906404,0.0,0.0,0.0,0.0,0.0,10034,215,0.0,10034,215,0.0,10034,215,0.0
SAC0955,346,0.0,0.0,0.0,0.0,0.0,333,86,10015446,30076.414414414416,333,86,10015446,30076.414414414416,333,86,10015446,30076.414414414416,0.0,0.0,0.0,0.0,0.0,3460,163,0.0,3460,163,0.0,3460,163,0.0
SAJ0330,346,0.0,0.0,0.0,0.0,0.0,1006,192,29975859,29797.076540755468,1006,192,29975859,29797.076540755468,1006,192,29975859,29797.076540755468,0.0,0.0,0.0,0.0,0.0,10005,181,0.0,10005,181,0.0,10005,181,0.0
SAM0079,647,5.0,2.0,0.0,0.0,0.0,6067,1218,182276538,30043.932421295533,6067,1218,182276538,30043.932421295533,6067,1218,182276538,30043.932421295533,0.0,0.0,0.0,0.0,0.0,65740,341,58.0,65740,341,58.0,65740,341,58.0
SAM0359,1737,578.0,305.0,1680.0,1679.0,3359.0,4556,2541,136020583,29855.264047410008,4556,2541,136020583,29855.264047410008,4556,2541,136020583,29855.264047410008,3499.0,3499.0,699.0,2252.0,170.0,48678,217,12.0,48678,217,12.0,48678,217,12.0
SAP0808,346,0.0,0.0,0.0,0.0,0.0,3026,1114,91737486,30316.41969596828,3026,1114,91737486,30316.41969596828,3026,1114,91737486,30316.41969596828,0.0,0.0,0.0,0.0,0.0,32870,127,0.0,32870,127,0.0,32870,127,0.0
SAT0503,487,0.0,132.0,0.0,0.0,0.0,7105,1240,213640460,30069.030260380016,7105,1240,213640460,30069.030260380016,7105,1240,213640460,30069.030260380016,0.0,0.0,0.0,0.0,0.0,79056,81,0.0,79056,81,0.0,79056,81,0.0
SAU0949,346,0.0,0.0,0.0,0.0,0.0,333,0,10148974,30477.3993993994,333,0,10148974,30477.3993993994,333,0,10148974,30477.3993993994,0.0,0.0,0.0,0.0,0.0,3460,113,0.0,3460,113,0.0,3460,113,0.0
SBA0301,346,0.0,0.0,0.0,0.0,0.0,340,257,9838954,28938.1,340,257,9838954,28938.1,340,257,9838954,28938.1,0.0,0.0,0.0,0.0,0.0,3460,88,0.0,3460,88,0.0,3460,88,0.0
SBC0231,346,0.0,0.0,0.0,0.0,0.0,3053,0,91596800,30002.227317392728,3053,0,91596800,30002.227317392728,3053,0,91596800,30002.227317392728,0.0,0.0,0.0,0.0,0.0,32870,314,0.0,32870,314,0.0,32870,314,0.0
SBF0810,346,0.0,0.0,0.0,0.0,0.0,3016,614,89470683,29665.345822281168,3016,614,89470683,29665.345822281168,3016,614,89470683,29665.345822281168,0.0,0.0,0.0,0.0,0.0,32870,269,0.0,32870,269,0.0,32870,269,0.0
SBJ0968,271,0.0,0.0,0.0,0.0,0.0,263,231,7847998,29840.296577946767,263,231,7847998,29840.296577946767,263,231,7847998,29840.296577946767,0.0,0.0,0.0,0.0,0.0,2710,172,0.0,2710,172,0.0,2710,172,0.0
SBR0157,708,24.0,2.0,2968.0,2950.0,5918.0,3019,2107,90483955,29971.49884067572,3019,2107,90483955,29971.49884067572,3019,2107,90483955,29971.49884067572,1719.0,1719.0,308.0,1118.0,102.0,32870,239,193.0,32870,239,193.0,32870,239,193.0
SBS0338,631,0.0,0.0,2732.0,2717.0,5449.0,1012,533,29921092,29566.296442687748,1012,533,29921092,29566.296442687748,1012,533,29921092,29566.296442687748,361.0,361.0,63.0,234.0,21.0,10005,122,0.0,10005,122,0.0,10005,122,0.0
SBS0827,346,0.0,0.0,0.0,0.0,0.0,335,147,10014145,29892.97014925373,335,147,10014145,29892.97014925373,335,147,10014145,29892.97014925373,0.0,0.0,0.0,0.0,0.0,3450,95,0.0,3450,95,0.0,3450,95,0.0
SCF0361,1398,514.0,0.0,0.0,0.0,0.0,3719,1561,111408782,29956.65017477817,3719,1561,111408782,29956.65017477817,3719,1561,111408782,29956.65017477817,0.0,0.0,0.0,0.0,0.0,39444,114,0.0,39444,114,0.0,39444,114,0.0
SDF0227,346,0.0,0.0,0.0,0.0,0.0,3054,0,91877599,30084.3480681074,3054,0,91877599,30084.3480681074,3054,0,91877599,30084.3480681074,0.0,0.0,0.0,0.0,0.0,32870,167,0.0,32870,167,0.0,32870,167,0.0
SDG0697,37,0.0,5.0,0.0,0.0,0.0,37,12,1169989,31621.324324324323,37,12,1169989,31621.324324324323,37,12,1169989,31621.324324324323,0.0,0.0,0.0,0.0,0.0,333,42,0.0,333,42,0.0,333,42,0.0
SDH0026,615,0.0,0.0,2973.0,2960.0,5933.0,3026,1890,90239983,29821.540978189027,3026,1890,90239983,29821.540978189027,3026,1890,90239983,29821.540978189027,7649.0,7649.0,1530.0,4875.0,399.0,34600,262,0.0,34600,262,0.0,34600,262,0.0
SDM0375,1394,514.0,0.0,0.0,0.0,0.0,3723,3065,112551950,30231.52027934461,3723,3065,112551950,30231.52027934461,3723,3065,112551950,30231.52027934461,0.0,0.0,0.0,0.0,0.0,39444,284,0.0,39444,284,0.0,39444,284,0.0
SEH0738,346,0.0,0.0,0.0,0.0,0.0,5046,0,151624375,30048.429449068568,5046,0,151624375,30048.429449068568,5046,0,151624375,30048.429449068568,0.0,0.0,0.0,0.0,0.0,56052,140,0.0,56052,140,0.0,56052,140,0.0
SFD0787,730,0.0,0.0,371.0,368.0,739.0,4678,2855,141456519,30238.6744335186,4678,2855,141456519,30238.6744335186,4678,2855,141456519,30238.6744335186,1183.0,1183.0,233.0,776.0,55.0,49478,120,0.0,49478,120,0.0,49478,120,0.0
SGH0371,1381,524.0,0.0,0.0,0.0,0.0,3701,2788,111607198,30155.95730883545,3701,2788,111607198,30155.95730883545,3701,2788,111607198,30155.95730883545,0.0,0.0,0.0,0.0,0.0,39406,53,0.0,39406,53,0.0,39406,53,0.0
SGH0786,346,0.0,0.0,0.0,0.0,0.0,4690,1713,140356486,29926.756076759066,4690,1713,140356486,29926.756076759066,4690,1713,140356486,29926.756076759066,0.0,0.0,0.0,0.0,0.0,49478,182,0.0,49478,182,0.0,49478,182,0.0
SGW0846,346,0.0,0.0,0.0,0.0,0.0,327,132,10093556,30867.14373088685,327,132,10093556,30867.14373088685,327,132,10093556,30867.14373088685,0.0,0.0,0.0,0.0,0.0,3460,90,0.0,3460,90,0.0,3460,90,0.0
SHC0237,346,0.0,0.0,0.0,0.0,0.0,3018,1320,90784805,30081.11497680583,3018,1320,90784805,30081.11497680583,3018,1320,90784805,30081.11497680583,0.0,0.0,0.0,0.0,0.0,32775,210,0.0,32775,210,0.0,32775,210,0.0
SHE0416,346,0.0,0.0,0.0,0.0,0.0,2946,0,88607774,30077.316361167686,2946,0,88607774,30077.316361167686,2946,0,88607774,30077.316361167686,0.0,0.0,0.0,0.0,0.0,32870,194,0.0,32870,194,0.0,32870,194,0.0
SHK0822,346,0.0,0.0,0.0,0.0,0.0,332,0,9840562,29640.246987951807,332,0,9840562,29640.246987951807,332,0,9840562,29640.246987951807,0.0,0.0,0.0,0.0,0.0,3460,122,0.0,3460,122,0.0,3460,122,0.0
SHO0687,346,0.0,0.0,0.0,0.0,0.0,3007,0,89523799,29771.79880279348,3007,0,89523799,29771.79880279348,3007,0,89523799,29771.79880279348,0.0,0.0,0.0,0.0,0.0,32870,246,0.0,32870,246,0.0,32870,246,0.0
SHP0700,733,0.0,0.0,0.0,0.0,0.0,337,261,9941857,29501.05934718101,337,261,9941857,29501.05934718101,337,261,9941857,29501.05934718101,0.0,0.0,0.0,0.0,0.0,3450,115,0.0,3450,115,0.0,3450,115,0.0
SHW0333,617,0.0,0.0,0.0,0.0,0.0,1009,607,30652278,30378.86818632309,1009,607,30652278,30378.86818632309,1009,607,30652278,30378.86818632309,0.0,0.0,0.0,0.0,0.0,10034,106,0.0,10034,106,0.0,10034,106,0.0
SIK0164,613,0.0,0.0,0.0,0.0,0.0,3037,2133,91059573,29983.395785314457,3037,2133,91059573,29983.395785314457,3037,2133,91059573,29983.395785314457,0.0,0.0,0.0,0.0,0.0,32870,302,0.0,32870,302,0.0,32870,302,0.0
SIP0543,346,0.0,0.0,0.0,0.0,0.0,2982,634,89418961,29986.23775989269,2982,634,89418961,29986.23775989269,2982,634,89418961,29986.23775989269,0.0,0.0,0.0,0.0,0.0,32870,143,0.0,32870,143,0.0,32870,143,0.0
SIS0806,716,27.0,59.0,0.0,0.0,0.0,3281,649,98820302,30118.958244437672,3281,649,98820302,30118.958244437672,3281,649,98820302,30118.958244437672,0.0,0.0,0.0,0.0,0.0,35815,292,156.0,35815,292,156.0,35815,292,156.0
SJB0708,346,0.0,0.0,0.0,0.0,0.0,337,135,10023544,29743.45400593472,337,135,10023544,29743.45400593472,337,135,10023544,29743.45400593472,0.0,0.0,0.0,0.0,0.0,3460,79,0.0,3460,79,0.0,3460,79,0.0
SJB0834,346,0.0,0.0,0.0,0.0,0.0,337,0,10191538,30241.9525222552,337,0,10191538,30241.9525222552,337,0,10191538,30241.9525222552,0.0,0.0,0.0,0.0,0.0,3460,106,0.0,3460,106,0.0,3460,106,0.0
SJH0583,628,0.0,0.0,0.0,0.0,0.0,329,293,9889629,30059.662613981764,329,293,9889629,30059.662613981764,329,293,9889629,30059.662613981764,0.0,0.0,0.0,0.0,0.0,3096,187,0.0,3096,187,0.0,3096,187,0.0
SJM0205,346,0.0,0.0,0.0,0.0,0.0,3030,620,91111731,30069.87821782178,3030,620,91111731,30069.87821782178,3030,620,91111731,30069.87821782178,0.0,0.0,0.0,0.0,0.0,32870,248,0.0,32870,248,0.0,32870,248,0.0
SKB0778,346,0.0,0.0,0.0,0.0,0.0,1013,0,30193212,29805.7374136229,1013,0,30193212,29805.7374136229,1013,0,30193212,29805.7374136229,0.0,0.0,0.0,0.0,0.0,10034,167,0.0,10034,167,0.0,10034,167,0.0
SKC0517,618,0.0,0.0,0.0,0.0,0.0,1001,752,29935538,29905.632367632366,1001,752,29935538,29905.632367632366,1001,752,29935538,29905.632367632366,0.0,0.0,0.0,0.0,0.0,10034,179,0.0,10034,179,0.0,10034,179,0.0
SKM0491,346,0.0,0.0,0.0,0.0,0.0,5015,0,149763634,29863.13738783649,5015,0,149763634,29863.13738783649,5015,0,149763634,29863.13738783649,0.0,0.0,0.0,0.0,0.0,55890,279,0.0,55890,279,0.0,55890,279,0.0
SKP0255,346,0.0,0.0,0.0,0.0,0.0,2970,1266,89483729,30129.201683501684,2970,1266,89483729,30129.201683501684,2970,1266,89483729,30129.201683501684,0.0,0.0,0.0,0.0,0.0,32775,90,0.0,32775,90,0.0,32775,90,0.0
SKR0141,684,49.0,5.0,144.0,143.0,287.0,3735,2785,111701591,29906.71780455154,3735,2785,111701591,29906.71780455154,3735,2785,111701591,29906.71780455154,797.0,797.0,159.0,506.0,37.0,39444,169,176.0,39444,169,176.0,39444,169,176.0
SLD0868,346,0.0,0.0,0.0,0.0,0.0,5077,2008,153032759,30142.35946425054,5077,2008,153032759,30142.35946425054,5077,2008,153032759,30142.35946425054,0.0,0.0,0.0,0.0,0.0,56052,161,0.0,56052,161,0.0,56052,161,0.0
SLS0323,459,0.0,105.0,179.0,178.0,357.0,6287,3051,189131169,30082.89629393988,6287,3051,189131169,30082.89629393988,6287,3051,189131169,30082.89629393988,333.0,333.0,53.0,215.0,17.0,74358,131,0.0,74358,131,0.0,74358,131,0.0
SMG0950,861,0.0,125.0,0.0,0.0,0.0,406,329,12222054,30103.581280788178,406,329,12222054,30103.581280788178,406,329,12222054,30103.581280788178,0.0,0.0,0.0,0.0,0.0,4150,121,0.0,4150,121,0.0,4150,121,0.0
SMH0358,407,137.0,0.0,0.0,0.0,0.0,1099,864,33175273,30186.78161965423,1099,864,33175273,30186.78161965423,1099,864,33175273,30186.78161965423,0.0,0.0,0.0,0.0,0.0,11742,178,0.0,11742,178,0.0,11742,178,0.0
SMK0625,616,0.0,0.0,2742.0,2727.0,5469.0,5002,1148,150353146,30058.60575769692,5002,1148,150353146,30058.60575769692,5002,1148,150353146,30058.60575769692,388.0,388.0,72.0,252.0,23.0,55728,152,0.0,55728,152,0.0,55728,152,0.0
SMS0457,345,0.0,0.0,0.0,0.0,0.0,335,65,10262314,30633.77313432836,335,65,10262314,30633.77313432836,335,65,10262314,30633.77313432836,0.0,0.0,0.0,0.0,0.0,3460,145,0.0,3460,145,0.0,3460,145,0.0
SMS0967,346,0.0,0.0,0.0,0.0,0.0,339,0,10273380,30304.95575221239,339,0,10273380,30304.95575221239,339,0,10273380,30304.95575221239,0.0,0.0,0.0,0.0,0.0,3460,131,0.0,3460,131,0.0,3460,131,0.0
SNG0400,172,0.0,0.0,0.0,0.0,0.0,1495,268,44940689,30060.66153846154,1495,268,44940689,30060.66153846154,1495,268,44940689,30060.66153846154,0.0,0.0,0.0,0.0,0.0,16340,95,0.0,16340,95,0.0,16340,95,0.0
SNM0190,346,0.0,0.0,0.0,0.0,0.0,4667,1878,140280696,30058.00214270409,4667,1878,140280696,30058.00214270409,4667,1878,140280696,30058.00214270409,0.0,0.0,0.0,0.0,0.0,49478,374,0.0,49478,374,0.0,49478,374,0.0
SNS0599,346,0.0,0.0,0.0,0.0,0.0,334,134,9922771,29708.89520958084,334,134,9922771,29708.89520958084,334,134,9922771,29708.89520958084,0.0,0.0,0.0,0.0,0.0,3460,110,0.0,3460,110,0.0,3460,110,0.0
SOB0760,695,0.0,31.0,0.0,0.0,0.0,1082,528,32746189,30264.5,1082,528,32746189,30264.5,1082,528,32746189,30264.5,0.0,0.0,0.0,0.0,0.0,10817,187,0.0,10817,187,0.0,10817,187,0.0
SOJ0269,346,0.0,0.0,0.0,0.0,0.0,2994,0,89589861,29923.133266533063,2994,0,89589861,29923.133266533063,2994,0,89589861,29923.133266533063,0.0,0.0,0.0,0.0,0.0,32775,114,0.0,32775,114,0.0,32775,114,0.0
SPG0647,346,0.0,0.0,0.0,0.0,0.0,998,312,30366114,30426.967935871744,998,312,30366114,30426.967935871744,998,312,30366114,30426.967935871744,0.0,0.0,0.0,0.0,0.0,10034,193,0.0,10034,193,0.0,10034,193,0.0
SPH0487,346,0.0,0.0,0.0,0.0,0.0,5005,2222,149978238,29965.68191808192,5005,2222,149978238,29965.68191808192,5005,2222,149978238,29965.68191808192,0.0,0.0,0.0,0.0,0.0,56052,66,0.0,56052,66,0.0,56052,66,0.0
SPL0791,346,0.0,0.0,0.0,0.0,0.0,3025,1173,90492543,29914.890247933883,3025,1173,90492543,29914.890247933883,3025,1173,90492543,29914.890247933883,0.0,0.0,0.0,0.0,0.0,32870,328,0.0,32870,328,0.0,32870,328,0.0
SPN0913,638,0.0,0.0,0.0,0.0,0.0,1017,547,29913613,29413.58210422812,1017,547,29913613,29413.58210422812,1017,547,29913613,29413.58210422812,0.0,0.0,0.0,0.0,0.0,10005,126,0.0,10005,126,0.0,10005,126,0.0
SPR0287,399,0.0,13.0,0.0,0.0,0.0,3198,1653,96598925,30206.042839274545,3198,1653,96598925,30206.042839274545,3198,1653,96598925,30206.042839274545,0.0,0.0,0.0,0.0,0.0,32670,212,0.0,32670,212,0.0,32670,212,0.0
